"Points:0","Points:1","Points:2","U:0","U:1","U:2","blendedIndicatorU","k","nut","omega","p"
7.175,0.50502,0.005,-0.15168,-0.016857,-4.3865e-24,0,0.0010393,0.0014005,0.43667,-0.0024598
7.125,0.55506,0.005,-0.14053,-0.016793,2.4806e-24,0,0.0010038,0.0013763,0.41556,-0.0031859
7.075,0.60511,0.005,-0.12936,-0.016568,-2.2981e-24,0,0.00097787,0.0013695,0.39839,-0.0038281
7.025,0.65515,0.005,-0.11824,-0.016211,-2.0697e-37,0,0.00096293,0.0013832,0.38464,-0.0043926
6.975,0.70519,0.005,-0.10727,-0.015748,-3.7082e-33,0,0.00096015,0.0014208,0.37384,-0.0048862
6.925,0.75523,0.005,-0.096503,-0.0152,5.5419e-24,0,0.00096996,0.001486,0.36551,-0.0053159
6.875,0.80528,0.005,-0.086028,-0.014592,-2.7149e-24,0,0.00099199,0.0015814,0.35921,-0.0056888
6.825,0.85532,0.005,-0.075907,-0.013946,-2.2365e-24,0,0.0010249,0.0017079,0.35454,-0.0060114
6.775,0.90536,0.005,-0.066185,-0.013283,8.7274e-25,0,0.0010666,0.0018636,0.3512,-0.0062899
6.725,0.9554,0.005,-0.056886,-0.012623,6.5727e-25,0,0.0011145,0.0020442,0.34896,-0.0065301
6.675,1.0054,0.005,-0.048014,-0.011987,-1.0971e-24,0,0.0011657,0.002243,0.34756,-0.0067369
6.625,1.0555,0.005,-0.039556,-0.011388,-3.5671e-24,0,0.0012173,0.0024522,0.34677,-0.0069149
6.575,1.1055,0.005,-0.031483,-0.010836,-3.407e-24,0,0.0012669,0.0026638,0.34634,-0.0070682
6.525,1.1556,0.005,-0.023755,-0.010328,-1.9498e-38,0,0.0013126,0.0028702,0.34611,-0.0072006
6.475,1.2056,0.005,-0.01632,-0.0098524,2.0252e-24,0,0.0013532,0.0030644,0.346,-0.0073149
6.425,1.2557,0.005,-0.0091288,-0.0094002,-1.8991e-24,0,0.0013878,0.0032389,0.34607,-0.0074135
6.375,1.3057,0.005,-0.0021326,-0.0089669,-2.8229e-24,0,0.0014165,0.0033888,0.34644,-0.0074988
6.325,1.3557,0.005,0.0047092,-0.0085492,-1.2412e-24,0,0.0014391,0.0035154,0.34723,-0.0075722
6.275,1.4058,0.005,0.01142,-0.0081482,7.2624e-25,0,0.0014562,0.0036229,0.34856,-0.0076345
6.225,1.4558,0.005,0.018022,-0.007763,2.8851e-25,0,0.0014683,0.0037069,0.35056,-0.0076867
6.175,1.5059,0.005,0.024556,-0.0073909,1.5448e-24,0,0.0014757,0.0037453,0.35331,-0.0077297
6.125,1.5559,0.005,0.03111,-0.0070286,3.4398e-25,0,0.0014784,0.0036993,0.35689,-0.0077644
6.075,1.606,0.005,0.037779,-0.0066704,-1.2969e-24,0,0.0014758,0.0036026,0.36122,-0.0077914
6.025,1.656,0.005,0.044626,-0.0063081,-5.2754e-25,0,0.0014672,0.0034691,0.36613,-0.007811
5.975,1.706,0.005,0.051712,-0.0059313,0,0,0.0014519,0.003303,0.3715,-0.0078232
5.925,1.7561,0.005,0.059105,-0.0055289,4.8716e-25,0,0.0014293,0.0031076,0.37727,-0.0078284
5.875,1.8061,0.005,0.066875,-0.0050904,5.0758e-25,0,0.001399,0.0028904,0.3834,-0.0078266
5.825,1.8562,0.005,0.075084,-0.0046085,-5.4353e-25,0,0.0013609,0.002663,0.38982,-0.0078182
5.775,1.9062,0.005,0.083771,-0.00408,-1.5715e-24,0,0.0013151,0.0024385,0.39643,-0.0078028
5.725,1.9563,0.005,0.092934,-0.0035087,-7.4271e-25,0,0.0012626,0.0022274,0.40306,-0.00778
5.675,2.0063,0.005,0.10254,-0.0029052,9.7169e-25,0,0.0012047,0.0020356,0.40956,-0.0077489
5.625,2.0563,0.005,0.11252,-0.0022854,2.5304e-25,0,0.001144,0.0018648,0.41594,-0.0077083
5.575,2.1064,0.005,0.1228,-0.0016681,-1.0747e-24,0,0.0010835,0.0017137,0.42257,-0.0076568
5.525,2.1564,0.005,0.13334,-0.0010734,-8.2905e-26,0,0.0010275,0.0015822,0.43035,-0.0075932
5.475,2.2065,0.005,0.14409,-0.00052166,7.9361e-25,0,0.00098123,0.0014753,0.44107,-0.0075158
5.425,2.2565,0.005,0.155,-3.3935e-05,-3.9105e-25,0,0.00095292,0.0014076,0.45819,-0.0074233
5.375,2.3066,0.005,0.16597,0.00036481,8.0776e-25,0,0.00095574,0.0014,0.48858,-0.0073149
5.325,2.3566,0.005,0.17684,0.00063978,-8.5451e-25,0,0.0010078,0.0014655,0.54237,-0.0071913
5.275,2.4066,0.005,0.18767,0.00075336,-1.462e-24,0,0.0011224,0.0015868,0.61654,-0.0070523
5.225,2.4567,0.005,0.1988,0.00068353,0,0,0.0013071,0.0017396,0.7025,-0.0068961
5.175,2.5067,0.005,0.21062,0.00043272,2.6156e-24,0,0.0015688,0.0019253,0.80037,-0.0067233
5.125,2.5568,0.005,0.22342,8.5984e-05,-2.0703e-24,0,0.0019042,0.0020897,0.91123,-0.0065244
5.075,2.6068,0.005,0.23743,-0.0003365,2.1629e-24,0,0.002298,0.0021981,1.0455,-0.0063052
5.025,2.6569,0.005,0.25294,-0.00081527,3.4608e-25,0,0.0027042,0.002233,1.211,-0.0060752
4.975,2.7069,0.005,0.27033,-0.00132,-1.4181e-24,0,0.0030542,0.0021857,1.3974,-0.0058317
4.925,2.7569,0.005,0.28985,-0.0017694,4.0646e-25,0,0.0032666,0.0020517,1.5921,-0.0055758
4.875,2.807,0.005,0.31132,-0.0020456,-6.7199e-26,0,0.0032452,0.0018233,1.7799,-0.0053083
4.825,2.86,0.005,0.33524,-0.0020852,-1.3335e-24,0,0.0028781,0.0014475,1.9883,-0.0050396
4.775,2.916,0.005,0.35827,-0.0016361,-4.4234e-38,0,0.0020479,0.00080451,2.5455,-0.0047636
4.725,2.972,0.005,0.36003,-0.00063057,2.0698e-24,0,0.0021411,0.00029099,7.3581,-0.004493
7.725,0.024,0.005,-0.21493,-0.0034426,-1.7562e-24,0,0.00097536,0.0001683,5.7955,0.010972
7.675,0.072,0.005,-0.21898,-0.0048431,-3.1024e-24,0,0.0011398,0.00068824,1.6562,0.0091673
7.625,0.12,0.005,-0.21574,-0.0090431,-3.918e-24,0,0.0012929,0.0012441,1.0393,0.0076857
7.575,0.168,0.005,-0.21101,-0.011323,-1.2373e-23,0,0.0013335,0.0016082,0.82919,0.0061302
7.525,0.216,0.005,-0.20504,-0.013531,0,0,0.0013239,0.0018259,0.71722,0.0047037
7.475,0.264,0.005,-0.19776,-0.015198,-3.3554e-24,0,0.001285,0.0017113,0.63973,0.0033555
7.425,0.312,0.005,-0.18932,-0.016558,-2.8334e-24,0,0.0012333,0.0016149,0.57943,0.0021025
7.375,0.36,0.005,-0.1802,-0.017485,6.2289e-24,0,0.0011781,0.0015544,0.53118,0.0009395
7.325,0.408,0.005,-0.17061,-0.018057,-5.0552e-24,0,0.001125,0.0015028,0.49242,-0.00012544
7.275,0.456,0.005,-0.16063,-0.018337,4.5634e-24,0,0.0010765,0.0014539,0.46107,-0.001091
7.225,0.50502,0.005,-0.15011,-0.018416,-7.551e-24,0,0.0010333,0.0014149,0.43524,-0.0019655
7.175,0.55506,0.005,-0.13918,-0.018319,8.4824e-24,0,0.00099667,0.0013904,0.41353,-0.002751
7.125,0.60511,0.005,-0.1282,-0.01805,-1.0785e-24,0,0.00096924,0.0013825,0.39581,-0.0034456
7.075,0.65515,0.005,-0.11726,-0.017638,-3.5762e-24,0,0.00095254,0.0013944,0.38155,-0.0040561
7.025,0.70519,0.005,-0.10645,-0.017112,-4.022e-33,0,0.00094775,0.0014296,0.3703,-0.0045897
6.975,0.75523,0.005,-0.095824,-0.016497,-4.7089e-24,0,0.00095541,0.0014917,0.36161,-0.0050541
6.925,0.80528,0.005,-0.085471,-0.015817,5.9074e-33,0,0.00097529,0.0015837,0.35504,-0.0054566
6.875,0.85532,0.005,-0.075452,-0.015097,1.2108e-24,0,0.0010062,0.0017067,0.35021,-0.0058045
6.825,0.90536,0.005,-0.065813,-0.014358,7.5085e-25,0,0.0010464,0.0018592,0.34684,-0.0061046
6.775,0.9554,0.005,-0.056579,-0.013621,-3.7529e-24,0,0.0010932,0.0020372,0.34468,-0.0063629
6.725,1.0054,0.005,-0.047756,-0.012905,-4.1568e-33,0,0.0011439,0.0022345,0.34347,-0.0065849
6.675,1.0555,0.005,-0.039332,-0.012227,4.7601e-24,0,0.0011957,0.0024431,0.34299,-0.0067757
6.625,1.1055,0.005,-0.031285,-0.011599,-3.0239e-24,0,0.0012463,0.0026546,0.34298,-0.0069396
6.575,1.1556,0.005,-0.023577,-0.011024,7.6767e-26,0,0.0012935,0.0028615,0.34323,-0.0070806
6.525,1.2056,0.005,-0.016164,-0.010495,1.0806e-24,0,0.0013359,0.0030567,0.34363,-0.0072023
6.475,1.2557,0.005,-0.0089932,-0.0099984,-9.9511e-25,0,0.0013726,0.0032334,0.34418,-0.0073073
6.425,1.3057,0.005,-0.0020162,-0.0095265,9.2572e-25,0,0.0014034,0.003386,0.34499,-0.0073983
6.375,1.3557,0.005,0.0048091,-0.0090742,4.3116e-33,0,0.0014282,0.0035154,0.34617,-0.0074768
6.325,1.4058,0.005,0.011507,-0.0086417,-1.5205e-24,0,0.0014474,0.0036254,0.34786,-0.0075437
6.275,1.4558,0.005,0.018097,-0.0082288,-2.8779e-25,0,0.0014615,0.0037118,0.35018,-0.0076003
6.225,1.5059,0.005,0.024622,-0.0078335,-1.6042e-24,0,0.001471,0.003753,0.35322,-0.0076474
6.175,1.5559,0.005,0.031165,-0.0074519,-1.2956e-37,0,0.0014756,0.0037104,0.35708,-0.0076861
6.125,1.606,0.005,0.03782,-0.0070781,3.732e-25,0,0.001475,0.0036178,0.36168,-0.007717
6.075,1.656,0.005,0.044649,-0.006704,-8.0823e-25,0,0.0014683,0.003489,0.36685,-0.0077404
6.025,1.706,0.005,0.051709,-0.0063194,-5.3692e-25,0,0.0014548,0.0033274,0.37248,-0.0077566
5.975,1.7561,0.005,0.059068,-0.0059128,0,0,0.001434,0.0031354,0.37849,-0.0077658
5.925,1.8061,0.005,0.066799,-0.0054733,5.0137e-25,0,0.0014054,0.0029199,0.38487,-0.0077683
5.875,1.8562,0.005,0.074965,-0.0049926,5.4031e-25,0,0.0013689,0.0026923,0.39156,-0.0077644
5.825,1.9062,0.005,0.083611,-0.0044677,-1.1968e-25,0,0.0013247,0.0024659,0.39846,-0.007754
5.775,1.9563,0.005,0.092741,-0.003901,-4.1978e-25,0,0.0012733,0.002252,0.40542,-0.0077368
5.725,2.0063,0.005,0.10232,-0.0033019,6.4246e-25,0,0.0012163,0.002057,0.41228,-0.0077119
5.675,2.0563,0.005,0.1123,-0.0026857,1.6184e-24,0,0.0011561,0.0018828,0.41906,-0.0076785
5.625,2.1064,0.005,0.1226,-0.0020711,1.6598e-24,0,0.001096,0.0017286,0.42609,-0.0076352
5.575,2.1564,0.005,0.13317,-0.0014779,8.9877e-25,0,0.0010401,0.0015944,0.43429,-0.0075806
5.525,2.2065,0.005,0.14397,-0.00092685,1.5384e-24,0,0.00099406,0.0014852,0.44542,-0.0075135
5.475,2.2565,0.005,0.15497,-0.00043885,4.1821e-26,0,0.00096624,0.0014154,0.4629,-0.0074323
5.425,2.3066,0.005,0.16603,-3.8688e-05,-2.9966e-25,0,0.00096985,0.0014053,0.49327,-0.0073365
5.375,2.3566,0.005,0.17704,0.00023985,7.5015e-25,0,0.0010229,0.0014678,0.54631,-0.0072262
5.325,2.4066,0.005,0.18803,0.00036023,-2.4693e-24,0,0.0011383,0.0015875,0.61905,-0.0071018
5.275,2.4567,0.005,0.19933,0.00030184,6.6096e-25,0,0.0013227,0.001742,0.70262,-0.0069623
5.225,2.5067,0.005,0.21127,7.1182e-05,1.2747e-24,0,0.0015819,0.0019317,0.7979,-0.0068057
5.175,2.5568,0.005,0.22413,-0.00025651,-5.6188e-25,0,0.0019113,0.0021076,0.90686,-0.0066254
5.125,2.6068,0.005,0.23816,-0.00064531,-1.1422e-25,0,0.0022934,0.0022059,1.0396,-0.0064253
5.075,2.6569,0.005,0.25367,-0.0010799,1.798e-24,0,0.0026842,0.0022332,1.2019,-0.0062144
5.025,2.7069,0.005,0.27099,-0.0015345,-4.3679e-26,0,0.0030187,0.0021812,1.384,-0.0059906
4.975,2.7569,0.005,0.29035,-0.0019342,-5.5483e-25,0,0.0032184,0.0020444,1.5742,-0.0057554
4.925,2.807,0.005,0.31157,-0.0021584,-1.5627e-24,0,0.0031915,0.0018141,1.7593,-0.0055087
4.875,2.86,0.005,0.33512,-0.0021621,-1.1691e-24,0,0.0028299,0.001437,1.9694,-0.0052646
4.825,2.916,0.005,0.35766,-0.0016731,1.6046e-24,0,0.0020237,0.00079709,2.5388,-0.0050112
4.775,2.972,0.005,0.35903,-0.00066132,-4.299e-27,0,0.0021327,0.00029041,7.3437,-0.0047611
7.775,0.024,0.005,-0.21066,-0.0038016,1.5976e-23,0,0.00096567,0.00016746,5.7667,0.012448
7.725,0.072,0.005,-0.21456,-0.0053668,-1.5519e-23,0,0.0011582,0.00069906,1.6567,0.010522
7.675,0.12,0.005,-0.21165,-0.009936,-2.7808e-24,0,0.0013103,0.0012522,1.0465,0.0089404
7.625,0.168,0.005,-0.20727,-0.012434,1.4434e-23,0,0.0013453,0.0016082,0.83651,0.0072827
7.575,0.216,0.005,-0.20158,-0.014862,-1.7618e-23,0,0.0013298,0.0017836,0.72299,0.0057588
7.525,0.264,0.005,-0.19456,-0.016699,9.961e-24,0,0.0012865,0.0016886,0.64361,0.0043094
7.475,0.312,0.005,-0.18644,-0.018174,-6.3384e-24,0,0.001232,0.0016116,0.58183,0.0029616
7.425,0.36,0.005,-0.17766,-0.019162,1.5134e-23,0,0.0011753,0.0015632,0.53247,0.0017064
7.375,0.408,0.005,-0.16839,-0.019764,-3.3699e-24,0,0.0011213,0.0015164,0.49284,0.00055623
7.325,0.456,0.005,-0.1587,-0.020046,-5.1654e-24,0,0.001072,0.0014696,0.46073,-0.00048733
7.275,0.50502,0.005,-0.14843,-0.020107,-4.7892e-24,0,0.0010279,0.0014316,0.43422,-0.0014329
7.225,0.55506,0.005,-0.13774,-0.019976,4.5412e-24,0,0.00099013,0.0014072,0.41189,-0.0022825
7.175,0.60511,0.005,-0.12697,-0.019658,-5.3899e-24,0,0.00096125,0.0013985,0.3936,-0.0030339
7.125,0.65515,0.005,-0.11622,-0.019188,3.8222e-24,0,0.00094279,0.0014087,0.37883,-0.0036941
7.075,0.70519,0.005,-0.10558,-0.018594,-2.1808e-24,0,0.00093596,0.0014413,0.36712,-0.0042711
7.025,0.75523,0.005,-0.095106,-0.017906,3.1601e-24,0,0.00094142,0.0015003,0.35803,-0.0047729
6.975,0.80528,0.005,-0.084884,-0.017149,0,0,0.00095906,0.0015889,0.35116,-0.0052077
6.925,0.85532,0.005,-0.074975,-0.016348,-1.8105e-37,0,0.00098793,0.0017083,0.34614,-0.0055832
6.875,0.90536,0.005,-0.065425,-0.015528,-1.0478e-24,0,0.0010263,0.0018574,0.34269,-0.0059067
6.825,0.9554,0.005,-0.056263,-0.014708,1.1977e-24,0,0.0010718,0.0020327,0.34055,-0.0061848
6.775,1.0054,0.005,-0.047495,-0.013908,3.5236e-24,0,0.0011219,0.0022284,0.33949,-0.0064236
6.725,1.0555,0.005,-0.039111,-0.013145,7.8173e-25,0,0.0011738,0.0024364,0.33925,-0.0066285
6.675,1.1055,0.005,-0.031093,-0.012433,3.7002e-24,0,0.001225,0.0026481,0.3396,-0.0068041
6.625,1.1556,0.005,-0.023407,-0.011781,1.2459e-24,0,0.0012736,0.0028553,0.3403,-0.0069547
6.575,1.2056,0.005,-0.016013,-0.011185,-3.4039e-24,0,0.0013178,0.0030508,0.3412,-0.0070842
6.525,1.2557,0.005,-0.008862,-0.010636,9.2453e-38,0,0.0013566,0.0032287,0.34224,-0.007196
6.475,1.3057,0.005,-0.0019039,-0.010121,2.0977e-24,0,0.0013894,0.0033834,0.34349,-0.0072929
6.425,1.3557,0.005,0.0049049,-0.0096298,1.0913e-24,0,0.0014163,0.003515,0.34507,-0.0073767
6.375,1.4058,0.005,0.011589,-0.0091628,5.0776e-25,0,0.0014377,0.0036276,0.34712,-0.0074485
6.325,1.4558,0.005,0.018169,-0.0087186,1.0148e-24,0,0.0014539,0.0037165,0.34976,-0.0075096
6.275,1.5059,0.005,0.024685,-0.0082962,6.7456e-25,0,0.0014654,0.0037604,0.3531,-0.0075609
6.225,1.5559,0.005,0.031219,-0.0078921,-6.3722e-25,0,0.001472,0.0037209,0.35724,-0.0076036
6.175,1.606,0.005,0.037861,-0.0074998,-5.1384e-25,0,0.0014733,0.0036326,0.3621,-0.0076384
6.125,1.656,0.005,0.044671,-0.007111,-5.8593e-25,0,0.0014685,0.0035085,0.36753,-0.0076657
6.075,1.706,0.005,0.051706,-0.0067154,3.0862e-25,0,0.001457,0.0033514,0.3734,-0.0076857
6.025,1.7561,0.005,0.059032,-0.0063016,1.4934e-24,0,0.001438,0.0031629,0.37966,-0.0076988
5.975,1.8061,0.005,0.066723,-0.0058583,1.0705e-24,0,0.0014112,0.0029493,0.38628,-0.0077053
5.925,1.8562,0.005,0.074847,-0.0053767,-5.3887e-25,0,0.0013764,0.0027218,0.39323,-0.0077057
5.875,1.9062,0.005,0.08345,-0.0048525,-2.5221e-38,0,0.0013336,0.0024938,0.40042,-0.0077
5.825,1.9563,0.005,0.092546,-0.0042878,9.3263e-25,0,0.0012836,0.0022771,0.4077,-0.007688
5.775,2.0063,0.005,0.10211,-0.003691,2.1142e-24,0,0.0012276,0.0020788,0.41493,-0.007669
5.725,2.0563,0.005,0.11208,-0.0030766,1.038e-24,0,0.001168,0.0019013,0.42211,-0.0076422
5.675,2.1064,0.005,0.12239,-0.0024629,-7.7492e-25,0,0.0011083,0.0017439,0.42957,-0.0076064
5.625,2.1564,0.005,0.13299,-0.00187,-1.6393e-38,0,0.0010527,0.0016069,0.43821,-0.0075604
5.575,2.2065,0.005,0.14385,-0.0013183,4.6729e-25,0,0.0010069,0.0014954,0.44978,-0.0075027
5.525,2.2565,0.005,0.15491,-0.00082905,-4.2535e-26,0,0.00097964,0.0014235,0.46765,-0.0074322
5.475,2.3066,0.005,0.16608,-0.00042678,-2.242e-38,0,0.00098407,0.0014109,0.49805,-0.007348
5.425,2.3566,0.005,0.17722,-0.00014449,-1.0533e-24,0,0.001038,0.0014705,0.55025,-0.0072504
5.375,2.4066,0.005,0.18837,-1.7117e-05,-2.582e-25,0,0.0011541,0.0015887,0.62145,-0.0071396
5.325,2.4567,0.005,0.19982,-6.354e-05,0,0,0.0013381,0.0017447,0.70283,-0.0070147
5.275,2.5067,0.005,0.21189,-0.00027748,1.229e-24,0,0.001595,0.001939,0.79573,-0.0068747
5.225,2.5568,0.005,0.22479,-0.00058041,1.7086e-24,0,0.0019182,0.0021246,0.90287,-0.0067115
5.175,2.6068,0.005,0.23884,-0.00094224,-1.1755e-24,0,0.0022886,0.0022132,1.0341,-0.0065292
5.125,2.6569,0.005,0.25434,-0.001333,-1.8236e-25,0,0.0026645,0.0022334,1.193,-0.0063373
5.075,2.7069,0.005,0.2716,-0.0017416,-4.3408e-25,0,0.002984,0.0021767,1.3709,-0.0061323
5.025,2.7569,0.005,0.29081,-0.0020931,1.234e-24,0,0.0031715,0.0020372,1.5568,-0.0059168
4.975,2.807,0.005,0.31177,-0.002267,-1.4641e-24,0,0.003139,0.0018048,1.7392,-0.0056895
4.925,2.86,0.005,0.33496,-0.0022439,2.5188e-24,0,0.0027827,0.0014263,1.9509,-0.005468
4.875,2.916,0.005,0.35702,-0.0017042,1.3784e-24,0,0.0019995,0.00078968,2.532,-0.0052362
4.825,2.972,0.005,0.358,-0.00069303,-8.4302e-27,0,0.0021239,0.00028981,7.3285,-0.0050064
7.825,0.024,0.005,-0.20594,-0.0041947,1.2245e-36,0,0.00095604,0.00016662,5.7379,0.014008
7.775,0.072,0.005,-0.20974,-0.0059335,-7.5529e-24,0,0.001177,0.00070984,1.6581,0.011957
7.725,0.12,0.005,-0.2072,-0.010896,7.3628e-24,0,0.001328,0.0012594,1.0545,0.010273
7.675,0.168,0.005,-0.20319,-0.013629,2.6444e-23,0,0.001357,0.001607,0.84446,0.0085104
7.625,0.216,0.005,-0.19781,-0.016294,-6.5719e-24,0,0.0013353,0.0017376,0.72928,0.0068864
7.575,0.264,0.005,-0.19108,-0.01832,3.4836e-24,0,0.0012878,0.0016632,0.64793,0.0053322
7.525,0.312,0.005,-0.18332,-0.019918,3.6183e-24,0,0.0012308,0.0016066,0.58471,0.0038832
7.475,0.36,0.005,-0.17493,-0.020976,-1.0002e-23,0,0.0011729,0.0015711,0.53427,0.0025305
7.425,0.408,0.005,-0.16601,-0.021613,1.5305e-23,0,0.0011181,0.0015302,0.49374,0.0012895
7.375,0.456,0.005,-0.15663,-0.0219,-1.5799e-23,0,0.001068,0.0014868,0.46084,0.00016247
7.325,0.50502,0.005,-0.14664,-0.021942,1.0671e-23,0,0.0010231,0.0014507,0.43364,-0.00085942
7.275,0.55506,0.005,-0.13619,-0.021775,-3.1472e-24,0,0.00098425,0.0014268,0.41068,-0.001778
7.225,0.60511,0.005,-0.12565,-0.021404,-2.9135e-24,0,0.00095394,0.0014176,0.39182,-0.0025906
7.175,0.65515,0.005,-0.11511,-0.02087,6.7274e-24,0,0.00093372,0.0014263,0.37652,-0.0033046
7.125,0.70519,0.005,-0.10465,-0.020204,2.3595e-24,0,0.00092484,0.0014565,0.36433,-0.0039284
7.075,0.75523,0.005,-0.094345,-0.019436,-8.7947e-24,0,0.00092805,0.0015124,0.35483,-0.0044709
7.025,0.80528,0.005,-0.084263,-0.018596,3.4879e-33,0,0.00094336,0.0015974,0.34762,-0.0049408
6.975,0.85532,0.005,-0.074472,-0.01771,-2.7085e-24,0,0.00097002,0.0017131,0.34237,-0.0053463
6.925,0.90536,0.005,-0.06502,-0.016801,5.8401e-24,0,0.0010065,0.0018588,0.33879,-0.0056953
6.875,0.9554,0.005,-0.055936,-0.015893,3.5046e-33,0,0.0010506,0.0020311,0.33663,-0.005995
6.825,1.0054,0.005,-0.047228,-0.015004,-3.7892e-24,0,0.0010998,0.0022247,0.33565,-0.006252
6.775,1.0555,0.005,-0.038891,-0.014151,1.6517e-24,0,0.0011515,0.0024321,0.3356,-0.0064723
6.725,1.1055,0.005,-0.030905,-0.013348,1.9963e-24,0,0.0012032,0.0026443,0.33624,-0.0066608
6.675,1.1556,0.005,-0.023243,-0.012608,-1.437e-24,0,0.0012528,0.0028522,0.33734,-0.0068221
6.625,1.2056,0.005,-0.015868,-0.011935,-4.6989e-34,0,0.0012987,0.003048,0.33871,-0.0069604
6.575,1.2557,0.005,-0.0087358,-0.011321,7.9112e-26,0,0.0013395,0.0032258,0.34025,-0.0070794
6.525,1.3057,0.005,-0.0017959,-0.010754,2.3346e-24,0,0.0013746,0.0033815,0.34196,-0.0071825
6.475,1.3557,0.005,0.0049968,-0.01022,2.258e-24,0,0.0014036,0.0035147,0.34395,-0.0072718
6.425,1.4058,0.005,0.011668,-0.0097144,3.0772e-24,0,0.0014271,0.003629,0.34636,-0.0073486
6.375,1.4558,0.005,0.018238,-0.0092362,-7.6147e-25,0,0.0014454,0.0037206,0.34932,-0.0074143
6.325,1.5059,0.005,0.024745,-0.008783,-3.8898e-25,0,0.0014589,0.0037677,0.35295,-0.0074701
6.275,1.5559,0.005,0.03127,-0.0083526,1.3349e-24,0,0.0014676,0.0037312,0.35736,-0.0075169
6.225,1.606,0.005,0.0379,-0.0079386,-1.2769e-24,0,0.0014708,0.0036468,0.36248,-0.0075556
6.175,1.656,0.005,0.044693,-0.007532,-1.0226e-24,0,0.001468,0.0035275,0.36816,-0.0075866
6.125,1.706,0.005,0.051704,-0.0071225,1.5716e-25,0,0.0014583,0.0033751,0.37428,-0.0076104
6.075,1.7561,0.005,0.058997,-0.0066985,3.6439e-25,0,0.0014412,0.0031903,0.38078,-0.0076272
6.025,1.8061,0.005,0.066649,-0.0062485,5.6859e-25,0,0.0014163,0.0029788,0.38764,-0.0076377
5.975,1.8562,0.005,0.074729,-0.0057632,0,0,0.0013832,0.0027515,0.39484,-0.0076422
5.925,1.9062,0.005,0.08329,-0.0052373,-5.7091e-25,0,0.001342,0.0025221,0.4023,-0.0076409
5.875,1.9563,0.005,0.09235,-0.0046721,-6.012e-25,0,0.0012933,0.0023027,0.40991,-0.0076337
5.825,2.0063,0.005,0.10189,-0.0040753,1.2604e-24,0,0.0012384,0.0021011,0.41751,-0.0076202
5.775,2.0563,0.005,0.11185,-0.0034607,1.316e-24,0,0.0011797,0.0019202,0.42509,-0.0075996
5.725,2.1064,0.005,0.12217,-0.0028462,-9.9921e-25,0,0.0011204,0.0017597,0.43299,-0.0075708
5.675,2.1564,0.005,0.1328,-0.0022519,1.1214e-24,0,0.0010651,0.0016198,0.4421,-0.0075327
5.625,2.2065,0.005,0.1437,-0.0016984,-1.0334e-24,0,0.0010198,0.001506,0.45415,-0.007484
5.575,2.2565,0.005,0.15484,-0.0012068,-1.1143e-24,0,0.00099311,0.0014319,0.47243,-0.0074233
5.525,2.3066,0.005,0.16611,-0.00080163,-7.6237e-25,0,0.00099837,0.0014169,0.50286,-0.0073499
5.475,2.3566,0.005,0.17738,-0.00051511,-5.57e-25,0,0.001053,0.0014736,0.55414,-0.0072642
5.425,2.4066,0.005,0.18869,-0.00038081,-1.3297e-24,0,0.0011698,0.0015903,0.62375,-0.0071662
5.375,2.4567,0.005,0.20029,-0.00041556,-2.5643e-25,0,0.0013534,0.0017479,0.7031,-0.007055
5.325,2.5067,0.005,0.21248,-0.00061095,1.1885e-24,0,0.0016077,0.0019463,0.79377,-0.0069296
5.275,2.5568,0.005,0.22542,-0.00089258,1.1551e-24,0,0.0019247,0.0021404,0.89921,-0.0067836
5.225,2.6068,0.005,0.23947,-0.0012228,5.3198e-25,0,0.0022836,0.0022199,1.0287,-0.0066183
5.175,2.6569,0.005,0.25497,-0.0015774,-2.6808e-24,0,0.0026451,0.0022335,1.1843,-0.0064439
5.125,2.7069,0.005,0.27215,-0.0019399,-3.9174e-38,0,0.00295,0.0021723,1.358,-0.0062577
5.075,2.7569,0.005,0.29121,-0.0022467,1.1269e-24,0,0.0031257,0.00203,1.5398,-0.0060609
5.025,2.807,0.005,0.31193,-0.0023757,8.9276e-25,0,0.0030878,0.0017956,1.7196,-0.0058528
4.975,2.86,0.005,0.33476,-0.0023199,9.4174e-25,0,0.0027364,0.0014157,1.9329,-0.0056517
4.925,2.916,0.005,0.35636,-0.0017351,-5.0316e-38,0,0.0019753,0.00078228,2.5251,-0.0054403
4.875,2.972,0.005,0.35693,-0.00072523,-1.6068e-24,0,0.0021147,0.00028919,7.3128,-0.0052307
7.875,0.024,0.005,-0.20074,-0.004627,-1.8484e-23,0,0.00094657,0.00016579,5.7094,0.015651
7.825,0.072,0.005,-0.20448,-0.0065451,-3.1093e-39,0,0.0011963,0.00072052,1.6603,0.013473
7.775,0.12,0.005,-0.20235,-0.011924,-3.2664e-24,0,0.0013458,0.0012656,1.0634,0.011687
7.725,0.168,0.005,-0.19876,-0.014916,-9.463e-24,0,0.0013685,0.0016042,0.85306,0.0098153
7.675,0.216,0.005,-0.19371,-0.017836,2.4285e-23,0,0.0013406,0.001687,0.73614,0.0080885
7.625,0.264,0.005,-0.18731,-0.020066,-1.9704e-23,0,0.001289,0.0016346,0.65279,0.0064266
7.575,0.312,0.005,-0.17997,-0.021794,3.949e-24,0,0.0012298,0.0015988,0.58814,0.0048702
7.525,0.36,0.005,-0.17199,-0.022937,-4.0165e-24,0,0.0011709,0.0015768,0.53661,0.0034148
